Servings,Prep,Brand,Flavor,Class,Serv(g),Cal/Serv,Fat,Na,K,Carbs,Fiber,Sugar,Protein,Date added,Date modified
1,cold,PackIt Gourmet,Cajun Ranch Chicken Salad (BYOB),Entrée,90,420,23,510,120,13,1,8,41,3/15/2022 1:29:38,3/15/2022 1:29:38
1,cold,PackIt Gourmet,Curry Mango Chicken Salad (BYOB),Entrée,92,430,24,470,150,16,2,10,40,3/15/2022 1:29:38,3/15/2022 1:29:38
1,cold,PackIt Gourmet,Deli-Smoked Roast Beef Wrap (BYOB),Entrée,89,420,21,1560,870,7,2,4,41,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,PackIt Gourmet,Dottie's Chicken & Dumplings,Entrée,112,370,6,1420,370,34,2,6,44,3/15/2022 1:29:38,3/15/2022 1:29:38
1,cold,PackIt Gourmet,Herb-Roasted Turkey Wrap (BYOB),Entrée,90,430,25,480,180,18,2,13,37,3/15/2022 1:29:38,3/15/2022 1:29:38
1,cold,PackIt Gourmet,Kickin' Chicken Hot Wings Wrap (BYOB),Entrée,88,410,23,510,260,10,3,5,42,3/15/2022 1:29:38,3/15/2022 1:29:38
1,cook,PackIt Gourmet,Market Pasta Puttanesca,Entrée,189,710,16,1030,1780,122,14,26,24,3/15/2022 1:29:38,3/15/2022 1:29:38
1,cook,PackIt Gourmet,Pasta Beef Bolognese,Entrée,207,800,21,1260,2030,128,16,28,30,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,PackIt Gourmet,Pizza Margherita Wrap (BYOB),Entrée,103,620,49,740,150,9,3,5,32,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,PackIt Gourmet,Poblano Corn Chowder,Entrée,110,420,13,580,370,69,5,18,15,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,PackIt Gourmet,Ramen Rescue with Chicken (BYO-Ramen),Entrée,19,60,0.5,40,280,11,3,5,6,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,PackIt Gourmet,Shepherd's Cottage Pie,Entrée,154,660,,,,,,,,3/15/2022 1:29:38,3/15/2022 1:29:38
1,cold,PackIt Gourmet,Texas Mesquite Chicken Salad (BYOB),Entrée,82,400,23,570,130,8,1,4,40,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,PackIt Gourmet,Texas State Fair Chili,Entrée,155,680,27,1510,470,72,21,7,39,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,PackIt Gourmet,The 'Big Easy' Cajun Gumbo,Entrée,114,390,4,1460,630,55,4,8,36,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,PackIt Gourmet,Trailside Bean & Cheese Burrito (BYOB),Entrée,95,410,19,1110,50,42,11,3,23,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,PackIt Gourmet,Tuscan Beef Stew & Italian Polenta,Entrée,145,560,14,1780,1070,69,11,17,41,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,PackIt Gourmet,Vegetable Ramen Rescue (BYO-Ramen),Entrée,19,60,0.5,45,360,14,4,6,2,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,PackIt Gourmet,Cheddar-Jack Cheese Spread (BYOB),Side,42,210,16,460,100,4,0,3,12,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,PackIt Gourmet,Happy Hour Black Bean Dip,Side,40,160,5,400,490,20,5,1,10,3/15/2022 1:29:38,3/15/2022 1:29:38
2,cold,PackIt Gourmet,Happy Hour Pico de Gallo Salsa,Side,11,35,0,300,60,7,1,4,1,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,PackIt Gourmet,Happy Hour Queso Rico Dip,Side,50,220,13,870,210,12,1,10,14,3/15/2022 1:29:38,3/15/2022 1:29:38
1,cold,PackIt Gourmet,Many Beans Salad,Side,169,770,39,470,760,92,18,30,25,3/15/2022 1:29:38,3/15/2022 1:29:38
2,cook,PackIt Gourmet,Rustic Skillet Bread,Side,83,320,9,630,90,54,1,5,8,3/15/2022 1:29:38,3/15/2022 1:29:38
1,cold,PackIt Gourmet,Southwest Corn & Black Bean Salad,Side,143,530,22,490,1270,73,13,17,21,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Paleo Meals To Go,Butte Cacao Banana Porridge,Breakfast,92,430,25,150,670,46,14,21,13,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Paleo Meals To Go,Cliffside Coconut Berry Porridge,Breakfast,92,490,36,140,460,38,13,13,10,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Paleo Meals To Go,Palisade Pineapple Mango Porridge,Breakfast,92,490,34,140,590,41,12,18,10,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Paleo Meals To Go,Bedrock Beef Chili,Entrée,85,420,8,490,920,42,8,17,36,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Paleo Meals To Go,Caldera Chicken Curry,Entrée,85,400,7,500,1030,40,9,22,37,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Paleo Meals To Go,Mountain Beef Stew,Entrée,85,410,8,570,1250,35,10,18,37,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Paleo Meals To Go,Summit Savory Chicken,Entrée,85,350,2,690,1230,31,9,12,41,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Patagonia Provisions,Organic Breakfast Grains,Breakfast,59,210,3,125,,42,8,8,8,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Patagonia Provisions,Organic Black Bean Soup,Entrée,82,280,1.5,440,1160,54,13,4,17,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Patagonia Provisions,Organic Green Lentil Soup,Entrée,65,210,1.5,420,430,40,7,1,13,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,Patagonia Provisions,Organic Red Bean Chili,Entrée,65,220,2,380,860,40,12,5,14,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Patagonia Provisions,"Organic Savory Grains, Green Kale, Wheat",Entrée,110,370,2.5,450,600,77,12,5,16,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Patagonia Provisions,Organic Tsampa Soup,Entrée,40,130,0.5,470,,29,5,2,4,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Patagonia Provisions,"Savory Grains, Mushroom, Wheat",Entrée,116,380,2.5,470,459,81,12,5,16,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,Patagonia Provisions,Spicy Red Bean Chili,Entrée,65,220,2,380,1030,40,13,5,13,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Breakfast Skillet,Breakfast,69,320,16,630,854,24,3,6,20,3/15/2022 1:29:38,3/15/2022 1:29:38
2,cold,Peak Refuel,Mountain Berry Granola,Breakfast,72,280,1,150,553,54,2,16,7,3/15/2022 1:29:38,3/15/2022 1:29:38
2,cold,Peak Refuel,Strawberry Granola,Breakfast,67,260,4.5,200,345,44,3,23,12,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Beef Chili Mac,Entrée,75,370,15,400,398,38,6,6,20,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Beef Pasta Marinara,Entrée,90,520,27,470,312,28,2,3,24,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Beef Stroganoff,Entrée,71,400,23,470,71,25,1,4,20,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Biscuits & Sausage Gravy,Entrée,96,570,45,930,400,27,1,9,18,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Bison Ranch Mashers,Entrée,105,560,33,680,826,47,5,12,20,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Butternut Dal Bhat,Entrée,83,430,22,650,422,52,6,1,12,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Chicken Alfredo Pasta,Entrée,70,430,24,410,315,27,1,3,26,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Chicken Coconut Curry,Entrée,76,430,22,480,490,33,3,7,22,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Chicken Pesto Pasta,Entrée,81,460,32,450,281,21,1,2,22,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Chicken Teriyaki Rice,Entrée,69,290,3.5,680,88,38,2,12,20,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Elk Ragu Pasta,Entrée,79,420,17,410,689,44,6,12,22,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Homestyle Chicken & Rice,Entrée,73,370,19,610,190,30,2,3,20,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Sweet Pork & Rice,Entrée,91,400,8,470,382,63,5,26,20,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Three Bean Chili Mac,Entrée,68,300,2,590,702,59,10,9,15,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Peak Refuel,Venison Country Casserole,Entrée,88,460,29,700,153,34,2,5,20,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,cold,ReadyWise,Appalachian Apple Cinnamon Cereal,Breakfast,53,210,3,110,160,42,5,13,4,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,cold,ReadyWise,Daybreak Coconut Blueberry Multi-Grain,Breakfast,48,190,4.5,75,160,35,5,9,4,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,ReadyWise,Early Dawn Breakfast Skillet,Breakfast,42,190,9,560,360,20,2,2,8,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,cold,ReadyWise,Sunrise Strawberry Granola Crunch,Breakfast,50,200,4,130,190,34,1,14,5,3/15/2022 1:29:38,3/15/2022 1:29:38
2,cold,ReadyWise,Trail Treats Cookie Dough Snacks,Dessert,55,260,9,70,0,43,1,24,2,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,ReadyWise,Trail Treats Mango Sticky Rice,Dessert,81,350,11,45,40,59,1,20,4,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,ReadyWise,Backcountry Wild Rice Risotto,Entrée,76,210,2,1130,560,42,5,6,8,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,ReadyWise,Basecamp Four Bean & Vegetable Soup,Entrée,59,200,1.5,330,630,38,12,4,11,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,ReadyWise,Crest Peak Creamy Pasta & Chicken,Entrée,49,190,3,480,430,27,1,4,13,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,ReadyWise,Desert High Chili Mac with Beef,Entrée,66,260,6,640,480,39,6,4,13,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,ReadyWise,Golden Fields Mac & Cheese,Entrée,63,250,5,600,480,43,1,5,6,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,ReadyWise,High Plateau Veggie Chili Soup,Entrée,57,190,1,720,570,38,8,2,8,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,ReadyWise,Old Country Pasta Alfredo with Chicken,Entrée,60,260,8,530,340,32,1,2,14,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,ReadyWise,Open Range Cheesy Potato Soup,Entrée,52,210,7,950,360,34,2,2,3,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,ReadyWise,Still Lake Lasagna with Sausage,Entrée,67,290,10,730,510,34,2,5,13,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,ReadyWise,Summit Sweet Potato Curry,Entrée,75,300,7,440,520,51,7,9,8,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,ReadyWise,Switchback Spicy Asian Style Noodles,Entrée,64,220,1,710,840,46,4,9,7,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,ReadyWise,Trailhead Noodles & Beef,Entrée,64,280,8,560,480,35,1,5,13,3/15/2022 1:29:38,3/15/2022 1:29:38
2.5,hot,ReadyWise,Treeline Teriyaki Chicken & Rice,Entrée,68,250,2,790,280,46,1,9,12,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Trailtopia,Apple Cinnamon Oatmeal,Breakfast,58,214,3,1,,43,5,12,6,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Trailtopia,Banana Oatmeal,Breakfast,64,233,3,1,,48,5,16,6,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Trailtopia,Blueberry Oatmeal,Breakfast,57,211,3,1,,41,5,11,6,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Trailtopia,Brown Sugar & Raisin Oatmeal,Breakfast,75,303,3,1,,66,5,32,7,3/15/2022 1:29:38,3/15/2022 1:29:38
2,cook,Trailtopia,Egg Scramble,Breakfast,47,310,23,375,0,2,1,1,20,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Trailtopia,Mango Oatmeal,Breakfast,58,215,3,1,,43,5,12,6,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Trailtopia,Peach Oatmeal,Breakfast,57,215,3,1,,42,5,8,6,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Trailtopia,Raspberry Chocolate Oatmeal,Breakfast,65,253,6,2,,47,6,10,7,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Trailtopia,Strawberry Oatmeal,Breakfast,56,207,3,1,,41,5,10,6,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Apple Crisp,Dessert,55,217,4,43,,45,4,30,1,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Cheesecake Chocolate Raspberry,Dessert,81,343,9,444,,63,2,43,6,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Cheesecake Chocolate Strawberry,Dessert,77,320,9,434,,58,2,43,6,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Peach Blueberry Crisp,Dessert,61,251,4,47,,50,3,25,2,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Rocky Road Chocolate Pudding,Dessert,35,122,1,55,,31,3,17,1,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Triple Berry Crisp,Dessert,59,235,4,48,,48,4,31,2,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Beef & Black Bean Burrito (BYOB),Entrée,105,425,13,870,1000,54,12,11,21,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Beef Stew,Entrée,72,270,3,930,1350,45,8,8,15,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Beef Stroganoff,Entrée,88,320,8,1290,,47,3,9,18,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Beer Braised Chicken Stew,Entrée,85,300,4,860,1046,50,6,13,20,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Cajun Smack Chicken & Rice,Entrée,84,315,4,660,1322,44,7,5,21,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Chicken Cashew Curry,Entrée,89,360,8,430,,54,5,11,19,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Chicken Stew with Noodles,Entrée,80,330,5,835,,50,4,6,21,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Chili Mac with Beef,Entrée,87,340,6,440,,83,6,8,15,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Garden Vegetable Pasta,Entrée,100,380,12,600,1950,55,8,18,17,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Ginger Chicken Stir Fry,Entrée,82,320,4,1100,,48,10,8,22,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Jambalaya,Entrée,96,370,8,1110,,48,8,7,20,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Pesto Chicken Pasta,Entrée,96,370,4,1050,,57,4,4,21,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Pesto Pasta with Hemp Seed Protein,Entrée,100,420,12,1040,0,58,5,4,16,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Trailtopia,Ramen Noodles - Beef flavored Stroganoff,Entrée,77,258,6,600,,43,3,8,11,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Trailtopia,Ramen Noodles - Beef with Vegetables & Mushrooms,Entrée,68,200,1,600,,41,2,4,11,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Trailtopia,Ramen Noodles - Chicken flavored with Broccoli,Entrée,64,190,1,998,,38,2,3,9,3/15/2022 1:29:38,3/15/2022 1:29:38
1,hot,Trailtopia,Ramen Noodles - Curry,Entrée,70,216,1,241,,43,3,8,12,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Sweet Potato Chili Mac with Hemp Seed Protein,Entrée,110,430,10,285,0,70,7,13,16,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Szechuan Chicken with Rice,Entrée,110,422,8,700,2850,59,11,10,27,3/15/2022 1:29:38,3/15/2022 1:29:38
2,hot,Trailtopia,Teriyaki Chicken & Rice,Entrée,86,310,1,1130,,54,8,12,19,3/15/2022 1:29:38,3/15/2022 1:29:38
